,est_price,blind_assessment,after_slash,before_slash,before_DOL,rem_D,Euro
4638,$13.95/12 ounces,"Evaluated as espresso. Intense, multidimensional citrus in the aromatics: layered suggestions of grapefruit, lemon, lime. Light but buoyant mouthfeel. Lively in the short cup: cranberry, lime zest, chocolate and cedar carry into a dryish finish. Balanced and sweet in two parts milk: more sweet citrus and a hint of toasted almond.",12 ounces,$13.95,,13.95,13.112999999999998
4639,$22.00/16 ounces,"Pure, complete, resonantly complex. Rich, grapefruity citrus, peach, honeyish flowers in aroma and cup. Ripely citrusy acidity; silky mouthfeel. Honey in particular carries into a long, resonantly flavor-saturated finish.",16 ounces,$22.00,,22.0,20.68
4640,$15.00/12 ounces,"Classically pure, brightly balanced profile. Honey, flowers, ripe lemon, with a rounding hint of cocoa in aroma and cup. Sweet, juicy acidity; syrupy mouthfeel. Flavor may fade a bit in the finish but the poised, complete structure of the coffee rings on. ",12 ounces,$15.00,,15.0,14.1
4641,CAD $10.00/250 grams (8.8 oz.),"Richly pungent in aroma and cup: grapefruit, freshly fallen moist leaves, cedar. Mouthfeel is medium in weight but rather lean. Gentle, floral-citrus-toned acidity. The citrus is ripe and sweet in the short finish turning rather zesty in the long. ",250 grams (8.8 oz.),CAD $10.00,CAD ,10.0,
4642,$16.00/8 ounces,"Evaluated as espresso. Crisply complex from aroma to finish: tart orange, flowers, dark chocolate, almond. Lightish but silky mouthfeel. Fades just a bit in two parts milk, but maintains its tartly orangy milk chocolate presence.  ",8 ounces,$16.00,,16.0,15.04
4643,$14.99/16 ounces,"Intense sweetness suggesting honey and dried dates supports an impressive, layered complexity: cedar, ripe orange, roasted nut, hints of rose and strawberry. Juicy acidity; lively, syrupy mouthfeel. Rich, long, flavor-saturated finish.",16 ounces,$14.99,,14.99,14.0906
4644,$25.00/8 ounces,"Impressively complex in both structure (sweet, bitter, savory) and aromatics. Pungently rich aroma: black currant, grapefruit, cedar, roses. All carry into the cup, where the pungent, cedary citrus notes are enveloped in almost sugary sweetness. Gently bright acidity; the mouthfeel is lightish in weight but impressively silky in texture. Flavor, particularly sweet citrus, carries deeply into the finish. ",8 ounces,$25.00,,25.0,23.5
4645,NT $2600/8 ounces,"Deep, sweet night flowers, lemon and grapefruit and backgrounded cocoaish dark chocolate in aroma and cup. In the cup a savory hint emerges: bay leaf perhaps. Rich, resonant acidity; lightly syrupy mouthfeel. Rather dry but intensely flavor-saturated finish.",8 ounces,NT $2600,NT ,2600.0,
4646,$14.50/12 ounces,"Delicately bright, honeyish, refreshing. Honey, violet-like flowers, sweetly tart berry in aroma and in cup, where a hint of cocoa complicates. Gently bright acidity; silky mouthfeel. Bittersweet, cocoa-toned finish. ",12 ounces,$14.50,,14.5,13.629999999999999
4647,$15.00/16 ounces,"Soft, round, balanced. Quiet aroma: almond, apricot. In the cup complicates and deepens: honey, ripe lemon, cocoaish chocolate, continued almond and apricot. Crisp, juicy acidity; syrupy mouthfeel. Flavor carries persuasively into a sweet-toned finish.",16 ounces,$15.00,,15.0,14.1
4648,$14.99/12 ounces,"Deep, very complex dried-in-the-fruit profile. Fresh fruit notes – tart coffee fruit, red apple, peach – are enveloped in a honeyish sweetness and deepened by suggestions of brandy, fir and just a hint of freshly fallen, composting leaves. Ripely balanced acidity; impressively syrupy mouthfeel. Clean, flavor-saturated finish.",12 ounces,$14.99,,14.99,14.0906
4649,$18.00/12 ounces,"Lushly sweet and honeyish but very complex across a range of sensation. On the sweet side, plum, blueberry and citrus flower; on the pungent, pine and tart lemon. A minty, brandyish dark chocolate fills in the middle. Balanced, juicy acidity; syrupy yet lively mouthfeel. Simplifies just a bit in the finish, though a chocolaty sweetness manages to soften a lean toward drying astringency in the long.",12 ounces,$18.00,,18.0,16.919999999999998
4650,$16.50/12 ounces,"Peachy, strawberryish fruit is balanced by pungent aromatic wood – cedar, pine – in both aroma and cup. Chocolaty hints. Sweet-toned, brandyish acidity; syrupy mouthfeel. Rich short finish; flavor fades in the long and a very slight salty hint emerges.",12 ounces,$16.50,,16.5,15.51
4651,$59.95/8 ounces,"Sweet-toned and honeyish with peach and floral notes balanced by tart fruit: cranberry, mandarin orange. Silky mouthfeel. The peach and floral sweetness dominates in the short finish, though a bracing, drying astringency that has been tracking through the cup all along emerges clearly in the long.",8 ounces,$59.95,,59.95,56.353
4652,$16.95/16 ounces,"Delicately complex: black tea, lemon-lime, spicy rose, moist pipe tobacco. Gently bright acidity; lean but silky mouthfeel. Flavor consolidates as cocoa in the crisp finish. ",16 ounces,$16.95,,16.95,15.932999999999998
4653,$20.00/12 ounces,"Pungent, sweetly tart: Cranberry, honey and nectarine-like stonefruit in an intense aroma rounded by a cocoaish dark chocolate in the cup. Rich, fruit-toned acidity; lightly syrupy mouthfeel. Fruit and cocoa in particular carry into a slightly dry finish.",12 ounces,$20.00,,20.0,18.799999999999997
4654,$17.00/8 ounces,"Smooth, quietly complex: orange, walnut, raisin, honeyish flowers in aroma and cup. Softly crisp, sweet-toned acidity; lightly syrupy mouthfeel. The finish is sweetly rich, with a drying hint in the long.",8 ounces,$17.00,,17.0,15.979999999999999
4655,$9.99/8 ounces,"Ripe, balanced cup. Cocoaish chocolate, lemon, peach, a hint of fir in aroma and cup. Crisply delicate, rather juicy acidity; silky but lean mouthfeel. The dominant cocoa note carries into a slightly drying finish.",8 ounces,$9.99,,9.99,9.3906
4656,$24.00/8 ounces,"Brandy, mint, cocoa and apricot in a quiet but clean dried-in-the-fruit profile. Tart, apple-toned acidity; lightly syrupy mouthfeel. Some flavor persists in the simple, savory-sweet finish. ",8 ounces,$24.00,,24.0,22.56
4657,$9.49/12 ounces,"Intense aromatic complex carries in layered richness from aroma to finish. Cocoa, moist earth and leather, plum, sweetly pungent grapefruit; but you will doubtless find more. Crisp, integrated acidity; buttery mouthfeel. Long, sweet-toned, flavor-saturated finish.  ",12 ounces,$9.49,,9.49,8.9206
4658,$9.49/12 ounces,"Sweetly balanced and round: ripe lemon, nut-toned cocoa, a hint of honeyish flowers in aroma and cup. Soft, berry-toned acidity; lightly syrupy mouthfeel. The cocoa carries into a sweet finish with a hint of drying astringency in the long.",12 ounces,$9.49,,9.49,8.9206
4659,$19.49/12 ounces,"Balanced, lyric coffee. Gently pungent fir rounded by fruit notes (blackberry, plum) in aroma and cup. Soft acidity; lively, lightly syrupy mouthfeel; sweet-toned, cocoaish finish. A very slight grassy or hay-like note emerges as the cup cools. ",12 ounces,$19.49,,19.49,18.3206
4660,$22.00/12 ounces,"Delicately bright, gently balanced: flowers, orange, fresh-cut fir, apple in aroma and cup, with a rounding hint of caramel. Light body but silky smooth mouthfeel. Flowers linger in a clean, sweet-toned, slightly drying finish.",12 ounces,$22.00,,22.0,20.68
4661,$15.95/16 ounces,"Balanced, sweetly crisp. Floral-toned peach and a tart, mandarin orange dominate, rounded by a backgrounded nut-toned chocolate. Brisk, sweet-toned acidity; silky mouthfeel. The chocolate suggestion carries into a clean finish. ",16 ounces,$15.95,,15.95,14.992999999999999
4662,$22.00/12 ounces,"Unusual profile: intense night flowers and a banana-like fruit dominate, with complicating hints of brandy and cedar. Round, functional acidity; buttery mouthfeel. Flowers in particular carry into a long, deep, slightly drying finish.",12 ounces,$22.00,,22.0,20.68
4663,$16.00/12 ounces,"Evaluated as espresso. Rich, sweetly tart, very complex in the small cup: mandarin orange, layered suggestions of milk chocolate, apricot, brandy, fresh-cut fir, anise. Syrupy mouthfeel. The orange note turns ripe and sweet in the finish. Soft, delicate and impressively complex in two parts milk: chocolate-toned orange, apricot, a continued hint of fir.  ",12 ounces,$16.00,,16.0,15.04
4664,$16.95/12 ounces,"The dry, tartly sweet fruit sensation characteristic of the best Kenya coffees unfurls with pleasing, shape-shifting complexity: Melon, black currant, blackberry, tart orange, with floral and fresh-cut fir complications. Assertive but balanced acidity; lean mouthfeel. Smoothes out in a decidedly sweet, mango-toned finish.",12 ounces,$16.95,,16.95,15.932999999999998
4665,$15.50/12 ounces,"Deep, round, sweet-toned, yet gently crisp. Distinct almond notes, milk chocolate, date-like fruit in aroma and cup. Rich, well-contexted acidity; full, syrupy mouthfeel. The fruit turns banana-like in a resonant finish.",12 ounces,$15.50,,15.5,14.569999999999999
4666,CAD $19.95/12 ounces,"A tactful darker roast influences the profile. Deep, pungently sweet-toned aroma: dark chocolate, hints of raisin, gently charred cedar. Roast-muted acidity, smooth though rather lean mouthfeel. Dark chocolate pleasingly carries into cup and finish with continued cedar and raisiny fruit suggestions. ",12 ounces,CAD $19.95,CAD ,19.95,
4668,$44.95/16 ounces,"Delicate, sweetly bright, refreshing. Fresh-cut fir, almond-like nut and the pure, sweetly tart flavor of coffee fruit in aroma and cup. Softly brisk, floral-toned acidity; silky to lightly syrupy mouthfeel. A hint of cocoa that emerges in the cup quietly dominates a crisply sweet finish.",16 ounces,$44.95,,44.95,42.253
4669,$32.00/8 ounces,"Honey and sweet night flowers balanced by a gently lemony tartness and pungent, fresh-cut cedar. Pronounced but roundly balanced acidity; syrupy mouthfeel. Rich, resonant short finish simplifies very slightly in the long.   ",8 ounces,$32.00,,32.0,30.08
4670,$44.99/16 ounces,"Very sweet, lushly bright dried-in-the-fruit profile. Flowers and a gently tart cherry in aroma and cup with rich, layered complication: minty milk chocolate, lemon, fresh-cut fir. Gently balanced acidity; plush, lightly syrupy mouthfeel. The clean, flavor-saturated finish is slightly drying in the long. ",16 ounces,$44.99,,44.99,42.2906
4671,$34.99/16 ounces,"The tartly sweet, lemony berry note associated with some of the world’s finest coffees is particularly dominant here, a complexly layered sensation that combines suggestions of ripe citrus, blackberry, fresh-cut fir, cocoa and bracing, bitterish flowers. Delicate but rich acidity; very smooth, silky mouthfeel. The finish is sweet-toned with a slightly drying mouthfeel.  ",16 ounces,$34.99,,34.99,32.8906
4672,CAD $13.60/8 ounces,"Deep, balanced, with a round, low-acid fruit that struck co-cupper Wendy De Jong (89) as cherry in the nose and melon and ripe pineapple in the cup, while Ken (89) read a fruit-toned chocolate in both. Wendy joined him in the chocolate camp (“milk chocolate”) for the finish. Both found the acidity quiet, the mouthfeel plush.",8 ounces,CAD $13.60,CAD ,13.6,
4673,$9.00/12 ounces,"Evaluated as espresso. Deep, rich, smoky dark chocolate with hints of fresh-cut fir and caramel in the aroma. In the small cup fresh-cut fir dominates, complicated by continued smoky dark chocolate, flowers and an apricot-like fruit. Lightly syrupy mouthfeel and crisp, sweet-toned, though slightly astringent finish. Impressively balanced presence in two parts milk: buttery dark chocolate, hints of flowers and apricot.",12 ounces,$9.00,,9.0,8.459999999999999
4674,$10.99/16 ounces,"Pungent dark-roasted blend. Scorched wood and pruny sweetness in the aroma soften and complicate in the cup: dark chocolate, raisin, hints of lemon and savory cardamom. Surprisingly smooth, silky mouthfeel. Flavor thins and fades in the finish, though the pleasing dark chocolate suggestion persists.",16 ounces,$10.99,,10.99,10.3306
4675,CAD $30.75/32 oz.,"Aromatic wood, nut, pipe tobacco in the aroma, softening and rounding toward dark chocolate in the cup. Assertive, ripe-tomato-toned acidity. Medium body, rich, rather sweet finish with a hint of astringency.",32 oz.,CAD $30.75,CAD ,30.75,
4676,$18.00/500 g (17.6 oz.),"Evaluated as espresso. A complex small cup layered with notes of maple syrup, fir, toasted nut and dried fruit, apricot perhaps. Medium-bodied, but with deep, sustained flavor that carries sweetly into the finish. Flavor becomes even more nuanced in two parts milk: richly sweet caramel supports pungent fruit and aromatic wood notes.",500 g (17.6 oz.),$18.00,,18.0,16.919999999999998
4677,$12.99/12 oz.,"Evaluated as espresso. In the small cup impressively deep and complex. Co-taster Andy Newbom (92) cited the range and balance of sensation (""intense yet nuanced""; ""awesome""); Ken (92) was more specific in his praise of a pungent, slightly savory fruit: ""black currant, blackberry, aromatic wood, licorice."" Maintains complexity in four parts milk: ""chocolaty... completely malty"" (Andy), ""crisp, butterscotch and caramel"" (Ken).    ",12 oz.,$12.99,,12.99,12.2106
4678,$11.75/12 oz.,"Evaluated as espresso. Intense floral-toned aroma with fruit complications. In the small cup lightly syrupy mouthfeel and complex, rather savory, layers of chocolate, flowers and fruit: blueberry, stone fruit, lemon. The chocolate note sweetens and the fruit complex persists in the long, sustained finish. In two parts milk the flavors simplify slightly but maintain character.",12 oz.,$11.75,,11.75,11.045
4679,$13.50/12 oz.,"Nut and fresh-cut wood dominate the delicate aroma, softened by a hint of chocolate. In cup and finish the cocoaish chocolate becomes richer and more explicit, though a faint woody flatness (probably decaffeination-related) continues to haunt the cup. Attractive, lightly syrupy mouthfeel.",12 oz.,$13.50,,13.5,12.69
4680,$11.95/12 oz.,"Softly complex aroma: hazelnut, milk chocolate, moist pipe tobacco. Refined and balanced in the cup with clear-toned acidity, silky mouthfeel and a sustained complex of flavors that combine nut and milk chocolate with hints of tangerine and grapefruit. The flavor persists deep into the finish, turning sweeter as it fades.",12 oz.,$11.95,,11.95,11.232999999999999
