,coffee_name,rating,rating_cat,est_price,aftertaste,aroma,body,flavor,agtron,blind_assessment,coffee_origin,notes,roast_level,roaster,roaster_location,url,clusters,max_match_key,Fruity,Tropical,Citrusy,Woody,Berry,Sweet,Candy,Nutty,Creamy,Herbal,Chocolaty,Floral,Texture,Character,Acidity / Spicy,Delicate,Bold,score
3541,Sumatra Ulos Batak,96,Exceptional,$17.99/12 ounces,9,10,9,10,53/68,"Extraordinarily intense and complexly aromatic coffee. Pungent fruit (grapefruit, black currant); moist pipe tobacco and sweet, freshly turned clay; molasses and chocolate fudge. Round, quietly vibrant acidity; full, syrupy mouthfeel. Richly sweet, powerfully flavor-saturated finish.","Northern Sumatra, Indonesia","This exceptional coffee was selected as the #2 coffee on Coffee Review’s list of the Top 30 Coffees of 2014.  Coffees from the northern part of the Indonesian island of Sumatra are admired for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet hulling.” This is a particularly refined example of the type. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Medium,Bird Rock Coffee Roasters,"La Jolla, California",https://www.coffeereview.com/review/sumatra-ulos-batak/,0,Sweet,1,0,1,0,1,3,1,0,0,1,1,0,0,3,1,0,3,2
3581,El Salvador Malacara B,93,Very Good to Outstanding,$18.00/12 ounces,8,8,9,9,59/78,"Softly and distinctively pungent. Roasted cacao nib, butterscotch, narcissus-like flowers, tangerine-like fruit in aroma and cup. Gently vibrant acidity; full, velvety mouthfeel. Flavor consolidates but lingers in a crisp, sweet finish.","Volcan de Santa Ana region, El Salvador.","Finca Malacara, an old and celebrated El Salvador coffee farm, was divided into three farms (A, B, and C) in 1955. This lot, from farm B, is composed entirely of coffee from the heirloom Yellow Bourbon variety of Arabica. An integral part of New York’s coffee renaissance, Brooklyn-based Café Grumpy opened its first café in 2005 and has since expanded to six locations, including a roasting facility and bakery. Visit www.cafegrumpy.com or call 718-383-0748 for more information.",Medium-Light,Cafe Grumpy,"Brooklyn, New York",https://www.coffeereview.com/review/el-salvador-malacara-b/,0,Fruity,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,2
3608,Ethiopia Boke Natural Grade 1 Espresso,94,Very Good to Outstanding,$17.50/12 ounces,8,9,9,9,56/66,"Evaluated as espresso. Exhilarating and richly complex. Chocolate fudge, deeply sweet fruit (black cherry, pineapple, mango), narcissus-like flowers, vanilla and myrrh in aroma and small-cup. Soft and silky-smooth mouthfeel. Sweet chocolate, pungent florals and intensely rich aromatic wood tones carry into a deeply resonant finish. Flavor maintains balance and intricacy in three parts milk, with rich chocolate and ripe fruit predominating.","Boke, Gamo Gofa Zone, Southern Ethiopia.","Gamo Gofa is a coffee growing region only recently distinguished from the larger, more comprehensive Sidama or Sidamo growing region in southern Ethiopia. Like most other southern Ethiopia regions, it produces distinctive coffees from traditional varieties of Arabica long grown in the area. This Gamo Gofa is a “natural” or dry-processed coffee, meaning the beans/seeds were dried inside the fruit, encouraging a deeper-toned floral and fruit character. Like virtually all Ethiopia coffees, this striking and unusual coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium-Light,Temple Coffee and Tea,"Sacramento, California",https://www.coffeereview.com/review/ethiopia-boke-natural-grade-1-espresso/,0,Floral,1,2,0,1,0,0,1,0,1,1,1,3,2,2,0,2,2,2
3663,Nekisse Natural Process Ethiopia,94,Very Good to Outstanding,$30.95/12 ounces,9,9,8,9,64/89,"Sweetly pungent; dense, layered complexity. Caramel, roasted cacao-nib, blueberry, narcissus, a hint of passion fruit in aroma and cup. Rich, rounded acidity; lightly smooth, silky mouthfeel. Blueberry and cacao nib in particular saturate a gently drying finish. ","Sidamo (also Sidama) growing region, southern Ethiopia.","Nekisse is a proprietary type of Ethiopia coffee developed by Ninety Plus, a distinguished boutique exporter and importer of innovative small-lot coffees from Ethiopia and Panama. Grown near Neji in the Sidama/Sidamo growing region, this Ethiopian coffee is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.",Light,Barrington Coffee Roasting Co.,"Lee, Massachusetts",https://www.coffeereview.com/review/nekisse-natural-process-ethiopia/,2,Delicate,0,0,0,0,2,0,1,0,0,1,1,0,3,1,1,4,1,2
3702,Kenya Igutha,92,Very Good to Outstanding,$14.95/12 ounces,8,8,8,9,55/69,"Sweet, lyrical, meadowy. Honey, meadow flowers, richly pungent moist pipe tobacco, a hint of toffee in aroma and in cup, where the flowers deepen and sweeten toward an opulent honeysuckle. Delicate but lushly soft acidity; lightly silky mouthfeel. Very rich, honeyish finish with a savory hint. ","Nyeri growing region, south-central Kenya","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world's most elegant and distinctive coffees. Beansmith Coffee is a small-batch roasting company serving the Omaha region that believes that coffee drinkers should know as much as they can about the coffee they drink, and that there is a story behind every cup, one worth exploring.  Visit www.beansmith.com or call 866-663-5295 for more information.",Medium-Light,Beansmith Coffee,"Omaha, Nebraska",https://www.coffeereview.com/review/kenya-igutha/,2,Delicate,0,0,0,0,0,1,1,0,0,1,0,1,2,0,1,3,0,2
3740,100 Percent Puna Kazumura Reserve Peaberry Medium Dark,93,Very Good to Outstanding,$25.00/6 ounces,8,9,9,9,41/51,"Rich, intense, sweetly and pungently citrusy. Melon, grapefruit, sandalwood, musk, caramel in aroma and cup. The acidity is round and pungently tart; the mouthfeel smooth and lightly syrupy. Sweet-toned, flavor-saturated finish.","Puna District, ""Big Island"" of Hawaii","Puna is the easternmost district of the Big Island of Hawaii, literally on the other side of the island from the far more famous Kona district. From a three-acre farm in Puna owned and operated by Kelleigh Stewart and Brandon von Damitz, who did just about everything related to this coffee, from pruning to roasting. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Visit www.bigislandcoffeeroasters.com or call 808-968-6228 for more information.",Medium-Dark,Big Island Coffee Roasters,"Mountain View, Hawaii",https://www.coffeereview.com/review/100-percent-puna-kazumura-reserve-peaberry-medium-dark/,0,Citrusy,1,0,3,2,0,3,1,0,0,1,0,0,1,1,1,2,1,2
3759,Chickadee Medium Roast,87,Good,$12.00/16 ounces,8,8,7,7,40/44,"Pungent, gently scorched cedar, dark chocolate, caramel and an herbal hint in aroma and cup. Round, roast-muted acidity; pleasantly smooth though rather lean mouthfeel. The chocolate sweetness dominates in a long, resonant, slightly drying finish.",South America,"Although described as medium roasted, by current industry standards this coffee is a moderately dark roast. Early Bird is a gourmet coffee roaster based in Woodinville, Washington that roasts its coffee to order and prides itself on meticulous customer service standards.  Visit www.earlybirdcoffee.com or call 800-632-3134 for more information.",Medium-Dark,Early Bird Coffee Roasters,"Woodinville, Washington",https://www.coffeereview.com/review/chickadee-medium-roast/,1,Delicate,0,0,0,1,0,0,1,0,0,1,1,0,3,0,1,3,1,2
3844,Sumatra Mandheling Washed,90,Very Good to Outstanding,$13.50/12 ounces,8,8,8,8,58/72,"Crisply sweet, delicate but lively. Honeysuckle, candied walnut, hints of chocolate and moist pipe tobacco. Quiet, round acidity; light, silky mouthfeel. Clean, flavor-saturated finish. ","Lake Toba or Mandheling growing region, northern Sumatra, Indonesia.","Mandheling is a growing region surrounding Lake Toba in North Sumatra. This coffee is a wet-processed or “washed” coffee, however, rather than the traditional type of wet-hulled coffee associated with the Mandheling name. Parisi Artisan Coffee is the specialty coffee division of Parisi Brothers Specialty Foods, a family-owned business involved in many aspects of the food and beverage industry, including manufacturing, importing and distributing of a wide variety of specialty foods. Visit www.parisicoffee.com or call 816-842-5282 for more information.",Medium-Light,Parisi Artisan Coffee,"Kansas City, Missouri",https://www.coffeereview.com/review/sumatra-mandheling-washed/,1,Delicate,0,0,0,0,0,1,1,2,0,1,1,0,4,1,1,3,3,2
3913,Guatemala Acatenango Gesha,95,Exceptional,$20.00/8 ounces,9,9,9,9,50/65,"Exhilaratingly intense and intricate floral notes, candied citrus, crisp roasted cacao nib, a hint of moist pipe tobacco in aroma and cup. Balanced, gently bright acidity; silky, buoyant mouthfeel. Very sweet, long, juicy finish.","Acatenango growing region, Guatemala.","This exceptional coffee was selected as the #12 coffee in the Coffee Review Top 30 Coffees of 2013. Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also spelled Geisha). With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world's most unique coffees. Acatenango is the name of a coffee-growing municipality as well as a famous volcano overlooking the Antigua Valley of Guatemala. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",Medium,Revel Coffee,"Billings, Montana",https://www.coffeereview.com/review/guatemala-acatenango-gesha/,0,Delicate,0,0,1,0,0,0,1,0,0,1,1,1,3,0,1,2,1,2
3962,Sumatra Blue Batak Peaberry,94,Very Good to Outstanding,$16.50/12 ounces,8,9,9,9,53/68,"Complex, deep, pungent. Caramel, sweetly tart red grapefruit, freshly tilled clay, moist pipe tobacco in aroma and cup. Round, resonant acidity; syrupy mouthfeel. Sweetly rich, flavor-saturated finish. ","Lintong growing region, North Sumatra, Indonesia.","Coffees from the northern part of the Indonesian island of Sumatra are admired for their complex earth, fruit and aromatic wood notes that result largely from unorthodox fruit removal and drying practices called “wet hulling.” This coffee is a particularly intense and particularly refined example of the type. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world.  Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium,Temple Coffee and Tea,"Sacramento, California",https://www.coffeereview.com/review/sumatra-blue-batak-peaberry/,0,Sweet,1,0,1,0,0,3,1,0,0,1,0,0,0,2,1,0,2,2
4394,Monserrate Competition Blend Espresso,92,Very Good to Outstanding,$20.00/500 grams (17.6 oz.),8,8,8,9,52/58,"Evaluated as espresso. Rich and round in the aroma with soft hints of milk chocolate, stone fruit and baking spice. In the small cup the flavors broaden: apricot and honeydew melon deepened by dark chocolate and fresh tobacco. Flavors soften and persist rather deeply in the finish. In two parts milk, candied citrus peel and caramelized fruit maintain rich authority.","Huila Department, Colombia","In a community of over forty-two family farms, Monserrate coffee producers organized several years ago into the Associative Group of Producers of the New Millennium and have been expanding their numbers since. A blend of the top scoring lots from an annual competition that is open to coffee producers in the Monserrate community. Coava is a Portland based coffee roaster that aims to provide quality coffee and the knowledge needed to properly brew that coffee. Visit www.coavacoffee.com or call 503-894-8134 for more information.",Medium,Coava Coffee Roasters,"Portland, Oregon",https://www.coffeereview.com/review/monserrate-competition-blend-espresso/,2,Candy,1,0,1,0,0,1,2,0,1,1,1,0,0,0,1,0,0,3
4418,El Salvador El Optimisimo,91,Very Good to Outstanding,$13.95/12 ounces,8,9,8,8,47/56,"Deeply sweet aroma that combines notes of fresh tobacco and aromatic wood with dried apricot-like fruit and caramel. In the cup brightly fruit-toned acidity and gentle balance, with continued apricot and orangy citrus notes. Flavors carry softly and sweetly into the finish.",El Salvador,Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.,Medium,Paradise Roasters,"Ramsey, Minnesota",https://www.coffeereview.com/review/el-salvador-el-optimisimo/,2,Fruity,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,2
