,desc_sub,review,est_price,name,roaster,roast,loc_country,origin,100g_USD,rating,review_date
1038,"Classic, balanced, rich-toned. Honeysuckle, red cu","Classic, balanced, rich-toned. Honeysuckle, red currant, toffee, dried coconut, mango in aroma and cup. Sweetly tart in structure with bright acidity; velvety-smooth mouthfeel. The finish consolidates to toffee-toned red currant in the short and coconut in the long.",$63.95/8 ounces,Laura’s Reserve SL-28,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,28.2,93,May 2019
1039,"Richly fruit-toned, complexly layered. Cacao nib, ","Richly fruit-toned, complexly layered. Cacao nib, jujube (red date), marjoram, freesia-like flowers, fresh pipe tobacco in aroma and cup. Sweetly tart structure with bright acidity; lightly satiny mouthfeel. The rich, long finish is flavor-saturated, consolidating to cocoa, fresh tobacco and marjoram.",$49.00/8 ounces,Ka’u Natural,Nine Point Coffee,Medium-Light,Taiwan,Hawai'I,21.6,93,May 2019
1040,"Crisply sweet, fruit- and spice-toned. Apricot, oa","Crisply sweet, fruit- and spice-toned. Apricot, oak, baker’s chocolate, freesia, sandalwood in aroma and cup. Deeply sweet structure with a tart lift and lively acidity; satiny-smooth mouthfeel. The finish centers around crisp stone fruit and aromatic wood notes, with a hint of spicy flowers underneath.",$24.00/8 ounces,Honey Typica,Rusty's Hawaiian,Medium-Light,Hawai'i,Hawai'I,10.58,92,May 2019
1041,"Crisply sweet-tart, balanced. Rose hips, almond no","Crisply sweet-tart, balanced. Rose hips, almond nougat, orange zest, apricot, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety-smooth mouthfeel. The finish consolidates to pretty notes of nougat and apricot, with a hint of cedar. ",$32.00/8 ounces,Ka’u Typica Natural,Three Chairs Specialty Turkish Coffee,Medium-Light,United States,Hawai'I,14.11,92,May 2019
1042,"High-toned sweetness, crisply tart, pleasantly sal","High-toned sweetness, crisply tart, pleasantly salty-edged. Dried apricot, tamarind, salted chocolate, cedar, magnolia in aroma and cup. Gently low-toned with balanced tart and salty/savory structure; briskly juicy acidity. Full, buttery mouthfeel. Flavor simplifies in the finish, with hints of salted cocoa and dry cedar carrying into the long.",$16.00/12 ounces,Colombia Las Joyas: Fidencio Martinez Lot,Beanfruit Coffee Co.,Medium-Light,United States,Colombia,4.7,91,May 2019
1043,Unorthodox but coherent and compelling. Pungent ro,"Unorthodox but coherent and compelling. Pungent rose, fresh fennel frond, ripe cantaloupe, walnut, marshmallow in aroma and cup. Roundly sweet-savory in structure, with an impressively smooth, plush mouthfeel. Rose-like flowers prevail in a deeply rich finish. ",NTD $1200/225 grams,Colombia Tolima Monteverde Estate Natural Wush Wush,Dou Zhai Coffee & Roast,Medium,Taiwan,Colombia,17.07,94,May 2019
1044,"Very sweet, floral, deeply rich. Date, tangerine z","Very sweet, floral, deeply rich. Date, tangerine zest, fresh pipe tobacco, freesia-like flowers, dark chocolate in aroma and cup. Complex and deeply rich structure; roundly tart acidity. Full, syrupy mouthfeel. The finish is dry but rings with rich tobacco and unsweetened chocolate far into the long.",NTD $600/225 grams,Ethiopia Oromia Guji Washed,Dou Zhai Coffee & Roast,Medium-Light,Taiwan,Ethiopia,8.53,94,May 2019
1045,"Very sweet, richly perfumed, wood-framed. Pipe-tob","Very sweet, richly perfumed, wood-framed. Pipe-tobacco, lychee fruit, spice box, freesia-like flowers, amber and musk in aroma and cup. Richly, densely composed structure, crisply tart acidity. Impressively syrupy-smooth mouthfeel. The finish consolidates pleasantly into a slightly drying though rich-toned, spicy tobacco.",$28.00/8 ounces,Yemen Matari,Baba Java Coffee,Medium,United States,Yemen,12.35,93,May 2019
1046,"Deeply sweet, richly drying, complexly sweet-savor","Deeply sweet, richly drying, complexly sweet-savory. Nutella, sumac, oak, clove, loquat, hop blossom in aroma and cup. Rounded and rich though drying in structure; brisk, juicy acidity. Very full, syrupy mouthfeel. The short finish consolidates around prominent oak and sumac with hints of cocoa and fruit. The long turns rather dry, though remains resonant.",$18.50/12 ounces,D.R. Congo Muungano Co-Op,Temple Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.44,92,May 2019
1047,"Richly fruit-toned, musky sweet. Raspberry jam, fi","Richly fruit-toned, musky sweet. Raspberry jam, fine musk, apple brandy, hop flowers, almond in aroma and cup. Balanced, sweet-tart-savory in structure with vibrant, juicy acidity; buoyant, syrupy mouthfeel. Crisp, resonant finish with raspberry, brandy and hops carrying into the long.",$19.00/12 ounces,Ethiopia Sidama Shantewene,Cafe Virtuoso,Medium-Light,United States,Ethiopia,5.58,95,April 2019
1048,"Evaluated as espresso. Richly savory-leaning, deep","Evaluated as espresso. Richly savory-leaning, deeply sweet. Tamarind, dark chocolate, sunchoke, wisteria, almond butter in aroma and small cup. Velvety-smooth mouthfeel; cocoa- and nut-toned finish. In three parts milk, sweet and savory present in particularly harmonious balance. ",$16.20/12 ounces,Kivu Belt Lot 32 Espresso,JBC Coffee Roasters,Medium-Light,United States,Rwanda,4.76,93,April 2019
1049,"Richly sweet-savory, spice-toned. Baker’s chocolat","Richly sweet-savory, spice-toned. Baker’s chocolate, spice box, narcissus-like flowers, almond, peach in aroma and cup. Savory-sweet structure with gentle, round acidity; full, syrupy mouthfeel. The crisp finish centers on notes of baker’s chocolate and almond with a hint of sweet flowers.",$16.20/12 ounces,Kivu Belt Lot 32 Rwanda,JBC Coffee Roasters,Medium-Light,United States,Rwanda,4.76,92,April 2019
1050,"Richly sweet, cocoa- and fruit-toned. Concord grap","Richly sweet, cocoa- and fruit-toned. Concord grape, cocoa nib, sandalwood, maple syrup, lilac in aroma and cup. Sweet-toned structure with bright, juicy acidity; plush, syrupy mouthfeel. Resonant, flavor-saturated finish that highlights fruit and cocoa tones.",NT $350/8 ounces,Gesha Rebecca Natural,Small Eyes Café,Medium-Light,Taiwan,Ethiopia,4.96,95,April 2019
1051,"Shifting, original, startling in its giddy intrica","Shifting, original, startling in its giddy intricacy. Winey pine (think retsina wine), cocoa powder, green apple, Concord grape, ginger blossom, much more in aroma and cup. Sweetly and delicately pungent in structure. Lightly syrupy and almost effervescently buoyant in mouthfeel. The winey pine character and a floral sweetness carry persuasively into a crisp finish.",$37.50/8 ounces,Café Granja La Esperanza Sudan Rume Natural,PT's Coffee Roasting Co.,Medium,United States,Colombia,16.53,95,April 2019
1052,"Delicate, sweetly pungent. Apple-brandy reduction,","Delicate, sweetly pungent. Apple-brandy reduction, hazelnut, lime zest, freesia and fir in aroma and cup. Low-toned, savory-edged structure with gently tart acidity; smooth, lightly creamy mouthfeel. Quietly rich-toned finish, with a hint of tart apple in the long.",$15.95/12 ounces,Aponte Colombia,Lexington Coffee Roasters,Medium-Light,United States,Colombia,4.69,90,April 2019
1053,"Richly sweet, subtly earth-toned, lightly roasty. ","Richly sweet, subtly earth-toned, lightly roasty. Distinct dark chocolate, black cherry, fresh-turned loam, cedar, freesia-like flowers in aroma and cup. Sweet-tart in structure, with a savory bottom. Lightly syrupy mouthfeel. The loamy earth notes and dark chocolate dominate in a very sweet, layered finish.",$19.00/8 ounces,Sumatra Gayo King Mandheling,Fumi Coffee,Medium,Taiwan,Indonesia,8.38,93,April 2019
1054,"Richly and vivaciously sweet-savory. Pipe tobacco,","Richly and vivaciously sweet-savory. Pipe tobacco, date, grapefruit zest, spearmint, rose-like flowers in aroma and cup. Sweetly tart and deeply savory, almost meaty in structure. Syrupy but crisply drying mouthfeel. Flavor consolidates around grapefruit, spearmint and rose in a savory-bottomed, lasting finish.",$19.95/12 ounces,Sumatra Pantan Musara,Paradise Roasters,Medium-Light,United States,Indonesia,5.86,93,April 2019
1055,"Deep, rich, pungent. Fresh cantaloupe, tangerine z","Deep, rich, pungent. Fresh cantaloupe, tangerine zest, caramelly chocolate, sandalwood, magnolia-like flowers in aroma and cup. Roundly and sweetly brisk in structure; satiny in mouthfeel. Fruit, floral and sandalwood carry into a crisply drying though sweet-toned finish.",NT $480/8 ounces,Sumatra Aceh Gayo Mountain Kenawat Raisin Honey,Small Eyes Cafe,Medium-Light,Taiwan,Indonesia,6.8,93,April 2019
1056,"Sweetly pungent, earthy. Moist, fresh-fallen leave","Sweetly pungent, earthy. Moist, fresh-fallen leaves, orange zest, fresh-cut pine, cocoa, lily in aroma and cup. Richly tart in structure, with a savory edge. Light but buoyant mouthfeel. The finish consolidates around cocoa, orange and a deep, lily-like floral note. ",$16.95/12 ounces,Ketiara Sumatra,Barrington Coffee Roasting,Light,United States,Indonesia,4.98,92,April 2019
1057,"Brightly sweet, deeply pungent. Fine musk, black c","Brightly sweet, deeply pungent. Fine musk, black currant, baker’s chocolate, violet, oak in aroma and cup. Sweet-toned structure with juicy acidity; crisp, lightly syrupy mouthfeel. The flavor-saturated finish consolidates around musk and currant notes with a hint of baker’s chocolate.",NT $650/16 ounces,Ethiopia Natural Guji Hambela G1 Bishan Fugu,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,95,April 2019
1058,"Richly sweet-savory. Passionfruit, dark chocolate,","Richly sweet-savory. Passionfruit, dark chocolate, hop flowers, almond butter, wine barrel in aroma and cup. Deep sweet-savory structure with wine-like acidity; very full, syrupy mouthfeel. Crisp, richly fruit-toned finish with a throughline of dark chocolate.",NT $550/4 ounces,Panama Baru Geisha Black,Kakalove Cafe,Medium-Light,Taiwan,Panama,15.58,94,April 2019
1059,"Rich, crisp and spicy. Complex aroma and flavor: b","Rich, crisp and spicy. Complex aroma and flavor: blackcurrant, dried blackberry, sandalwood, blood orange zest, lavender. Deeply pungent in structure. Long, resonant finish; a cocoa hint surfaces to complicate orangy citrus and lavender-like floral notes. ",$36.95/8 ounces,Kenya Safari AB Top,Plat Coffee Roastery,Medium,Hong Kong,Kenya,16.29,93,April 2019
1060,"Crisply sweet-savory, spice-toned. Cocoa powder, b","Crisply sweet-savory, spice-toned. Cocoa powder, black cherry, sweet kabocha squash, freesia-like flowers, lemongrass in aroma and cup. Sweetly savory structure with gentle acidity; velvety-smooth mouthfeel. The resonant finish consolidates to notes of cocoa and lemongrass with a throughline of kabocha squash.",$17.00/12 ounces,Tumba Rwanda,Corvus Coffee Roasters,Medium-Light,United States,Rwanda,5.0,92,March 2019
1061,"Deep, sweet, gently roasty. Orange zest, scorched ","Deep, sweet, gently roasty. Orange zest, scorched cedar, cocoa, roasted cashew, a hint of lily in aroma and cup. Roasty pungent but sweet in structure; plush and lightly syrupy in mouthfeel. Chocolaty, richly drying in the finish.  ",$24.00/8 ounces,KonAroma Direct Trade Kona,Jampot Poorock Abbey,Medium,United States,Hawai'I,10.58,90,March 2019
1062,"Richly sweet-savory, spice-toned. Lemon verbena, m","Richly sweet-savory, spice-toned. Lemon verbena, mango, cacao nib, freesia-like flowers, almond butter in aroma and cup. Balanced, bittersweet structure with vibrant, juicy acidity; delicate, silky-smooth mouthfeel. The resonant, lingering finish centers around cocoa-toned mango and almond.",$12.95/6 ounces,Ecuador Pichincha Typica,Paradise Roasters,Medium-Light,United States,Ecuador,7.61,93,March 2019
1063,"Rich-toned, deeply sweet and complexly engaging. B","Rich-toned, deeply sweet and complexly engaging. Black cherry, dark caramel, hazelnut, magnolia-like flowers, cedar in aroma and cup. Sweet-toned structure with round, gentle acidity; plush, syrupy mouthfeel. Caramelly finish, with hazelnut and magnolia in the foreground.",$23.50/12 ounces,Ecuador Finca Carolina Fausto Romo,PT's Coffee Roasting Co.,Medium-Light,United States,Ecuador,6.91,93,March 2019
1064,"High-toned, crisply sweet-tart. Apricot, almond, m","High-toned, crisply sweet-tart. Apricot, almond, maple syrup, narcissus-like flower, cedar in aroma and cup. Sweetly tart structure with bright, juicy acidity; satiny mouthfeel. Resonant, flavor-saturated finish: apricot and narcissus in the short with cedar resurfacing in the long.",$16.00/12 ounces,Ethiopia Hambela Alaka,Big Creek Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,93,March 2019
1065,"Richly sweet-savory, cocoa-toned. Apricot, cocoa n","Richly sweet-savory, cocoa-toned. Apricot, cocoa nib, maple syrup, jasmine, hint of marjoram in aroma and cup. Sweetly savory in structure with pert acidity; plush, syrupy mouthfeel. Rich, resonant finish that leads with apricot and jasmine in the short, rounding to crisp cocoa nib in the long.",$30.00/8 ounces,100% Kona Bourbon,Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,13.23,93,March 2019
1066,"Fruit-toned, richly sweet. Dried mango, coconut, f","Fruit-toned, richly sweet. Dried mango, coconut, freesia, honey, fir, a hint of aged grappa in aroma and cup. Sweet-toned structure with winy acidity; creamy mouthfeel. The fruit-forward character carries into the finish, where aromatic wood notes are also amplified. ",$30.00/8 ounces,Kona Naturals,Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,13.23,92,March 2019
1067,"Richly sweet with savory undertones. Mulberry, rho","Richly sweet with savory undertones. Mulberry, rhododendron, agave syrup, oak, a hint of thyme in aroma and cup. Sweet-toned structure with round, gentle acidity; velvety-smooth mouthfeel. The quiet finish is carried by notes of mulberry, rhododendron and thyme.",$15.00/12 ounces,Rwanda Rulindo Tumba,Big Creek Coffee Roasters,Medium-Light,United States,Rwanda,4.41,91,March 2019
1068,"Nuanced, multi-layered, richly sweet-savory. Black","Nuanced, multi-layered, richly sweet-savory. Black currant, dark chocolate, sweet marjoram, narcissus, maple syrup in aroma and cup. Sweet-toned structure with savory underpinnings; vibrant, juicy acidity. The saturated finish consolidates to black currant, chocolate and marjoram.",$19.00/12 ounces,Eaagads Estate Kenya,Greater Goods Coffee Roasters,Medium-Light,United States,Kenya,5.58,94,March 2019
1069,"Richly sweet, spice-toned. Star jasmine, mango chu","Richly sweet, spice-toned. Star jasmine, mango chutney, sandalwood, cacao nib, pink peppercorn in aroma and cup. Sweet-savory structure with crisp acidity; plush, syrupy mouthfeel. A richly drying finish leads with notes of jasmine and mango, supported by hints of incense-like sandalwood.",$12.00/8 ounces,Ethiopia Guji,States Coffee & Mercantile,Medium-Light,United States,Ethiopia,5.29,94,March 2019
1070,"Multi-layered and expressive. Star jasmine, cherry","Multi-layered and expressive. Star jasmine, cherry, maple syrup, cocoa nib, almond in aroma and cup. Sweetly tart structure with lively acidity; full, syrupy mouthfeel. The resonant finish leads with notes of jasmine and almond in the short, with cocoa-toned cherry returning in the long.",NT $250/225 grams,Ethiopia Yirgacheffe G1,Santos Coffee,Light,Hawai'i,Ethiopia,3.56,94,March 2019
1071,"Lush, deeply floral, resonantly tropical. Plumeria","Lush, deeply floral, resonantly tropical. Plumeria, coconut, dark chocolate, tamarind, frankincense in aroma and cup. The structure is superbly balanced among sweet, savory and tart, with juicy-bright acidity. Plush, syrupy mouthfeel. The seemingly eternal finish sustains all of the flavor notes from the cup in ringing harmony.",$18.00/12 ounces,Kenya Karindundu AA Small Lot Reserve,Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,5.29,97,February 2019
