,review
1161,deeply lactic sweet rich toned bubblegum rhododendron cocoa nib fresh leather grape candy in aroma and cup richly bittersweet structure with tangy lactic acidity delicate lightly syrupy mouthfeel the sweet long finish consolidates to notes of bubblegum and cocoa nib with undertones of rhododendron
1162,sweetly tart fruit driven chocolaty berry melange dark chocolate freesia like flowers cedar pink peppercorn in aroma and cup brightly sweet with vibrant high toned acidity lively syrupy mouthfeel long lingering flavor saturated finish juicy and bright
1163,delicately aromatic richly sweet narcissus honey apricot almond meyer lemon zest in aroma and cup sweetly tart structure with gently bright floral acidity smooth silky mouthfeel the finish consolidates to notes of honey and almond with undertones of narcissus
1164,elegantly fruit toned very juicy ripe peach dark chocolate blueberry jam almond butter a hint of wine barrel in aroma and cup sweetly tart structure with bright malic acidity very smooth syrupy mouthfeel integrated harmonious long finish
1165,spice toned richly sweet white peach nutmeg tuberose cocoa nib fresh cut fir in aroma and cup sweet structure with gentle round acidity full syrupy smooth mouthfeel the finish leads with notes of cocoa nib and peach in the short with fresh cut fir and hints of tuberose resurfacing in the long
1166,delicately fruit toned gently tart dark chocolate strawberry jasmine cedar pink grapefruit zest in aroma and cup sweetly tart structure with juicy acidity crisp satiny mouthfeel chocolaty fruit toned finish with undertones of cedar
1167,massively floral juicy cocoa toned distinct cocoa honeysuckle tangerine caramel cashew in aroma and cup deeply sweet savory edged in structure with deep vibrant acidity full syrupy mouthfeel the finish is sweet and rich carrying most notes from the cup far into the long
1168,crisp spicy orange toned spice box black currant orange cocoa a hint of sweet flowers in aroma and cup sweet tart structure with a briskly savory edge full plump mouthfeel rich and round in the finish orange blackberry a continued hint of flowers
1169,round deep yet delicately lively sweetly nut toned roasted pistachio caramel date lime freesia in aroma and cup complexly layered structure with light footed engaging acidity lightly satiny mouthfeel long layered finish lime and caramel
1170,deeply sweet crisply chocolaty baking chocolate almond nougat pear fresh cut oak pink grapefruit zest in aroma and cup sweet toned structure with brisk acidity full syrupy smooth mouthfeel the finish centers around notes of almond nougat and pink grapefruit zest
1171,crisply sweet tart nut toned red apple almond brittle magnolia lemon zest cedar in aroma and cup sweet tart structure with brisk acidity delicate satiny mouthfeel quiet gently nut toned finish
1172,delicately fruit and floral toned magnolia apricot amber cocoa nib sandalwood in aroma and cup sweetly tart with gently bright acidity vibrantly silky mouthfeel resonant finish that leads with notes of magnolia and apricot rounding to cocoa and amber in the long
1173,multi faceted enticingly sweet savory lychee cardamom cocoa nib fennel star jasmine in aroma and cup savory sweet structure with vibrantly juicy acidity syrupy smooth mouthfeel rich toned very long finish with leading notes of lychee and cardamom
1174,evaluated as espresso richly sweet crisply chocolaty dark chocolate hazelnut candy apple orange zest fresh cut cedar in aroma and cup satiny smooth mouthfeel resonant chocolaty finish with hazelnut undertones in three parts milk chocolate notes are amplified but remain in balance with hazelnut and cedar suggestions
1175,intricate vibrantly floral citrusy lilac tangerine almond brittle sage wild honey in aroma and cup high toned harmonious structure with elegantly juicy acidity full creamy mouthfeel flavor saturated very long finish
1176,sweetly floral richly aromatic magnolia raspberry cocoa nib lemon thyme agave syrup in aroma and cup sweetly tart structure with bright juicy acidity full syrupy smooth mouthfeel the finish leads with notes of magnolia and raspberry with distinct undertones of cocoa nib
1177,richly sweet tart high toned apricot nectar almond nougat jasmine cedar cocoa nib in aroma and cup richly sweet tart structure with juicy bright acidity very syrupy vibrant mouthfeel cocoa toned finish with undertones of apricot and cedar
1178,nuanced multi layered almond brittle pomegranate dark chocolate narcissus lemon thyme in aroma and small cup sweetly savory with juicy acidity syrupy smooth vibrant mouthfeel with resonant long flavor saturated finish
1179,complex multi layered almond brittle black cherry dark chocolate narcissus mustard seed in aroma and small cup sweetly savory with juicy acidity syrupy smooth lively mouthfeel resonant long flavor saturated finish consolidates to suggestions of black cherry and almond brittle
1180,delicately rich vibrantly sweet savory wisteria dark chocolate lychee candied orange zest allspice in aroma and cup sweetly tart structure with full syrupy mouthfeel the long finish consolidates to notes of wisteria and allspice
1181,rich toned chocolaty baking chocolate black currant freesia like flowers clove agave syrup in aroma and cup sweet structure with gentle round acidity full satiny mouthfeel the delicate finish leads with chocolate and freesia in the short clove and agave syrup in the crisp toned long
1182,elegantly fruit toned gently spice driven date clove blood orange baking chocolate cedar in aroma and cup complex bittersweet structure with winey acidity plush syrupy mouthfeel the resonant finish is centered around notes of date blood orange and clove
1183,richly sweet tart deeply chocolaty dark chocolate pomegranate lemon verbena agave syrup pink grapefruit zest in aroma and cup sweetly tart structure with apple like malic acidity very full smooth viscous mouthfeel the finish consolidates to notes of pomegranate and dark chocolate with undertones of pink grapefruit zest
1184,rich toned expressively layered deeply sweet savory ginger flower toasted coconut dried red currant wild honey cedar in aroma and cup savory sweet structure with high toned vibrant acidity plush creamy mouthfeel the long intense finish is centered around notes of ginger and wild honey with supporting notes of red currant and coconut
1185,elegantly bright delicately juicy richly aromatic cocoa nib ginger flower apricot pink grapefruit zest hint of thyme in aroma and cup sweet tart structure with juicy acidity plush syrupy mouthfeel resonant long flavor saturated finish
1186,fruit centered richly chocolaty dried mango dark chocolate calla lily sandalwood hazelnut brittle in aroma and cup sweetly tart with bright balanced acidity syrupy viscous mouthfeel the confident finish is long and flavor laden
1187,enticingly sweet deeply floral toned lilac cocoa nib pomelo amber almond nougat in aroma and cup gently tart in structure with juicy vibrant acidity very satiny smooth mouthfeel rich finish that harmoniously sustains all of the aromatics
1188,evaluated as espresso very sweet floral richly nutty black cherry almond butter dark chocolate cedar tangerine zest in aroma and small cup full syrupy smooth mouthfeel chocolaty nut driven finish in three parts milk dark chocolate and almond butter take center stage with support from pretty florals and citrus
1189,evaluated as espresso deep toned sweetly savory dried fig hop flowers lemon verbena dark chocolate clove in aroma and small cup satiny smooth mouthfeel chocolaty finish with clove undertones in cappuccino scaled milk spiced toned chocolate notes are elevated while fig and herb notes support
1190,crisply sweet tart richly nut toned pomegranate baking chocolate hazelnut lime zest cedar in aroma and cup sweet tart structure with gently bright balanced acidity crisp satiny mouthfeel quiet finish centered around sweet nut and chocolate tones
1191,richly chocolaty deep toned dark chocolate hop flowers black cherry cinammon fresh cut cedar in aroma and cup bittersweet structure with gentle round acidity plush creamy mouthfeel chocolaty finish with supporting notes of hop flowers and cinnamon
1192,gently fruit toned integrated and balanced pineapple almond nougat redwood narcissus marjoram in aroma and cup sweetly tart with juicy high toned acidity vibrant syrupy mouthfeel the finish centers around notes of pineapple and almond
1193,richly sweet spice toned lemon verbena peach cocoa nib magnolia almond butter in aroma and cup balanced bittersweet structure with vibrant juicy acidity delicate silky smooth mouthfeel the resonant lingering finish centers around cocoa toned peach and almond notes
1194,gently sweet tart floral toned pomegranate lilac pistachio orange zest fresh cut oak in aroma and cup crisply sweet tart structure with delicately bright acidity silky smooth mouthfeel the tart leaning finish leads with notes of pomegranate and orange zest supported by oak and pistachio
